product_key,product_name,category,subcategory,cost,last_sale_date,recency_in_months,product_obsolescence_status,lifetime_sales_tier,active_lifespan_tier,product_margin_segment,product_profit_volume_segment,purchase_frequency_tier,total_sales,total_quantity,total_orders,total_customers,lifespan_months,avg_selling_price,avg_order_revenue,avg_monthly_revenue,sales_2012,sales_2013,product_yoy_sales_growth_rate
103,HL Bottom Bracket,Components,Bottom Brackets,54,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
104,Mountain Bottle Cage,Accessories,Bottles and Cages,4,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,20340,2034,2025,2004,13,10,10.04,1452.86,110,19530,176.5455
105,Road Bottle Cage,Accessories,Bottles and Cages,3,25/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,15399,1711,1711,1699,13,9,9,1099.93,81,15237,187.1111
106,Mountain-500 Black- 40,Bikes,Mountain Bikes,295,13/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,25920,48,48,48,12,540,540,1993.85,540,25380,46
107,Mountain-500 Black- 42,Bikes,Mountain Bikes,295,25/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,26460,49,49,49,11,540,540,2205,0,26460,1
108,Mountain-500 Black- 44,Bikes,Mountain Bikes,295,25/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,31320,58,58,58,11,540,540,2610,0,31320,1
109,Mountain-500 Black- 48,Bikes,Mountain Bikes,295,26/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,30240,56,56,56,11,540,540,2520,0,30240,1
110,Mountain-500 Black- 52,Bikes,Mountain Bikes,295,24/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,22140,41,41,41,11,540,540,1845,0,22140,1
111,Mountain-500 Silver- 40,Bikes,Mountain Bikes,308,26/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,25425,45,45,45,11,565,565,2118.75,0,25425,1
112,Mountain-500 Silver- 42,Bikes,Mountain Bikes,308,27/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,25425,45,45,45,11,565,565,2118.75,0,25425,1
113,Mountain-500 Silver- 44,Bikes,Mountain Bikes,308,25/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,22035,39,39,39,12,565,565,1695,565,21470,37
114,Mountain-500 Silver- 48,Bikes,Mountain Bikes,308,27/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,28250,50,50,50,11,565,565,2354.17,0,28250,1
115,Mountain-500 Silver- 52,Bikes,Mountain Bikes,308,25/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Steady Cash Contributor ($5k-$20k),Repeat Purchase,27120,48,48,48,11,565,565,2260,0,27120,1
116,Mountain-400-W Silver- 38,Bikes,Mountain Bikes,420,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,113812,148,148,148,11,769,769,9484.33,0,113812,1
117,Mountain-400-W Silver- 40,Bikes,Mountain Bikes,420,24/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,98432,128,128,128,12,769,769,7571.69,769,97663,126
118,Mountain-400-W Silver- 42,Bikes,Mountain Bikes,420,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,99201,129,129,129,11,769,769,8266.75,0,99201,1
119,Mountain-400-W Silver- 46,Bikes,Mountain Bikes,420,24/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,106122,138,138,138,11,769,769,8843.5,0,106122,1
120,Mountain-200 Black- 38,Bikes,Mountain Bikes,1252,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1292559,581,581,564,24,2224.7,2224.71,51702.36,342921,945540,1.7573
121,Mountain-200 Black- 42,Bikes,Mountain Bikes,1252,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1363128,614,614,604,23,2220.1,2220.08,56797,392343,970785,1.4743
122,Mountain-200 Black- 46,Bikes,Mountain Bikes,1252,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1373454,620,620,600,24,2215.2,2215.25,54938.16,423570,947835,1.2377
123,Mountain-200 Silver- 38,Bikes,Mountain Bikes,1266,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1339394,596,596,583,23,2247.3,2247.31,55808.08,371954,967440,1.601
124,Mountain-200 Silver- 42,Bikes,Mountain Bikes,1266,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1257368,560,560,547,24,2245.3,2245.3,50294.72,352817,902480,1.5579
125,Mountain-200 Silver- 46,Bikes,Mountain Bikes,1266,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,1298709,579,579,566,23,2243,2243.02,54112.88,377669,921040,1.4387
126,Road-750 Black- 44,Bikes,Road Bikes,344,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,194400,360,360,360,12,540,540,14953.85,1620,192780,118
127,Road-750 Black- 48,Bikes,Road Bikes,344,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,196020,363,363,363,12,540,540,15078.46,1080,194940,179.5
128,Road-750 Black- 52,Bikes,Road Bikes,344,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,208440,386,386,386,12,540,540,16033.85,2160,206280,94.5
129,Road-750 Black- 58,Bikes,Road Bikes,344,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,180360,334,334,334,12,540,540,13873.85,1080,179280,165
130,Road-550-W Yellow- 38,Bikes,Road Bikes,713,26/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,293760,270,270,267,24,1088,1088,11750.4,71000,221760,2.1234
131,Road-550-W Yellow- 40,Bikes,Road Bikes,713,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,289880,266,266,264,23,1089.8,1089.77,12078.33,68120,221760,2.2554
132,Road-550-W Yellow- 42,Bikes,Road Bikes,713,26/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,334440,306,306,303,24,1092.9,1092.94,13377.6,68000,265440,2.9035
133,Road-550-W Yellow- 44,Bikes,Road Bikes,713,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,312200,287,287,286,23,1087.8,1087.8,13008.33,78120,234080,1.9964
134,Road-550-W Yellow- 48,Bikes,Road Bikes,713,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,283680,261,261,258,22,1086.9,1086.9,12333.91,74240,209440,1.8211
135,Road-350-W Yellow- 40,Bikes,Road Bikes,1083,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,418446,246,246,246,12,1701,1701,32188.15,1701,416745,244
136,Road-350-W Yellow- 42,Bikes,Road Bikes,1083,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,399735,235,235,235,12,1701,1701,30748.85,5103,394632,76.3333
137,Road-350-W Yellow- 44,Bikes,Road Bikes,1083,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,367416,216,216,216,11,1701,1701,30618,0,367416,1
138,Road-350-W Yellow- 48,Bikes,Road Bikes,1083,25/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,394632,232,232,232,12,1701,1701,30356.31,1701,392931,230
139,Road-250 Black- 44,Bikes,Road Bikes,1555,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,628384,271,271,266,24,2318.8,2318.76,25135.36,279818,342020,0.2223
140,Road-250 Black- 48,Bikes,Road Bikes,1555,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,691213,298,298,289,23,2319.5,2319.51,28800.54,310105,381108,0.229
141,Road-250 Black- 52,Bikes,Road Bikes,1555,25/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,734425,319,319,312,24,2302.3,2302.27,29377,378269,351792,-0.07
142,Road-250 Black- 58,Bikes,Road Bikes,1555,26/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,622026,270,270,265,24,2303.8,2303.8,24881.04,316912,302932,-0.0441
143,Road-250 Red- 58,Bikes,Road Bikes,1555,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,702666,306,306,301,24,2296.3,2296.29,28106.64,376087,320033,-0.149
144,Touring-3000 Blue- 44,Bikes,Touring Bikes,461,28/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,39326,53,53,53,11,742,742,3277.17,0,39326,1
145,Touring-3000 Blue- 50,Bikes,Touring Bikes,461,23/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,35616,48,48,48,11,742,742,2968,0,35616,1
146,Touring-3000 Blue- 54,Bikes,Touring Bikes,461,17/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,40810,55,55,55,12,742,742,3139.23,742,40068,53
147,Touring-3000 Blue- 58,Bikes,Touring Bikes,461,27/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,42294,57,57,57,11,742,742,3524.5,0,42294,1
148,Touring-3000 Blue- 62,Bikes,Touring Bikes,461,23/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,47488,64,64,64,11,742,742,3957.33,0,47488,1
149,Touring-3000 Yellow- 44,Bikes,Touring Bikes,461,28/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,43778,59,59,59,11,742,742,3648.17,0,43778,1
150,Touring-3000 Yellow- 50,Bikes,Touring Bikes,461,27/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,43778,59,59,59,11,742,742,3648.17,0,43778,1
151,Touring-3000 Yellow- 54,Bikes,Touring Bikes,461,09/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,35616,48,48,48,11,742,742,2968,0,35616,1
152,Touring-3000 Yellow- 58,Bikes,Touring Bikes,461,27/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,34874,47,47,47,12,742,742,2682.62,1484,33390,21.5
153,Touring-3000 Yellow- 62,Bikes,Touring Bikes,461,26/12/2013,0,Active / Fast-Moving,Mid-Range (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Steady Cash Contributor ($5k-$20k),Repeat Purchase,37100,50,50,50,11,742,742,3091.67,0,37100,1
154,Touring-2000 Blue- 46,Bikes,Touring Bikes,755,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,117855,97,97,97,12,1215,1215,9065.77,2430,115425,46.5
155,Touring-2000 Blue- 50,Bikes,Touring Bikes,755,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,128790,106,106,106,12,1215,1215,9906.92,1215,127575,104
156,Touring-2000 Blue- 54,Bikes,Touring Bikes,755,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,106920,88,88,88,11,1215,1215,8910,0,106920,1
157,Touring-2000 Blue- 60,Bikes,Touring Bikes,755,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,98415,81,81,81,12,1215,1215,7570.38,1215,97200,79
158,Touring-1000 Blue- 46,Bikes,Touring Bikes,1482,23/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,421968,177,177,177,12,2384,2384,32459.08,4768,417200,86.5
159,Touring-1000 Blue- 50,Bikes,Touring Bikes,1482,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,357600,150,150,150,12,2384,2384,27507.69,2384,355216,148
160,Touring-1000 Blue- 54,Bikes,Touring Bikes,1482,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,381440,160,160,160,11,2384,2384,31786.67,0,381440,1
161,Touring-1000 Blue- 60,Bikes,Touring Bikes,1482,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,350448,147,147,147,12,2384,2384,26957.54,2384,348064,145
162,Touring-1000 Yellow- 46,Bikes,Touring Bikes,1482,28/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,410048,172,172,170,11,2384,2384,34170.67,0,410048,1
163,Touring-1000 Yellow- 50,Bikes,Touring Bikes,1482,23/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,359984,151,151,150,12,2384,2384,27691.08,4768,355216,73.5
164,Touring-1000 Yellow- 54,Bikes,Touring Bikes,1482,27/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,376672,158,158,158,11,2384,2384,31389.33,0,376672,1
165,Touring-1000 Yellow- 60,Bikes,Touring Bikes,1482,23/12/2013,0,Active / Fast-Moving,High-Performer (Lifetime),Standard Run (7-12 Months Active),Stable Margin Core (15%-40%),Massive Cash Generator (>$20k),Repeat Purchase,333760,140,140,140,11,2384,2384,27813.33,0,333760,1
166,AWC Logo Cap,Clothing,Caps,7,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),Stable Margin Core (15%-40%),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,19710,2190,2190,2132,13,9,9,1407.86,72,18891,261.375
167,Chain,Components,Chains,9,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
168,Bike Wash - Dissolver,Accessories,Cleaners,3,28/01/2014,-1,Active / Fast-Moving,Low-Performer (Lifetime),Standard Run (7-12 Months Active),High Margin Driver (40%+),Low Cash / Minor Contributor ($0-$5k),Repeat Purchase,7272,909,908,875,12,8,8.01,559.38,0,6960,1
169,LL Crankset,Components,Cranksets,78,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
170,ML Crankset,Components,Cranksets,114,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
171,HL Crankset,Components,Cranksets,180,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
172,Front Brakes,Components,Brakes,47,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
173,Front Derailleur,Components,Derailleurs,41,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
174,Fender Set - Mountain,Accessories,Fenders,8,28/01/2014,-1,Active / Fast-Moving,Mid-Range (Lifetime),Extended Run (12+ Months Active),High Margin Driver (40%+),Massive Cash Generator (>$20k),Repeat Purchase,46662,2121,2121,2110,13,22,22,3333,110,44484,403.4
175,LL Mountain Frame - Black- 40,Components,Mountain Frames,137,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
176,LL Mountain Frame - Black- 42,Components,Mountain Frames,137,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
177,LL Mountain Frame - Black- 44,Components,Mountain Frames,137,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
178,LL Mountain Frame - Black- 48,Components,Mountain Frames,137,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
179,LL Mountain Frame - Black- 52,Components,Mountain Frames,137,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
180,LL Mountain Frame - Silver- 40,Components,Mountain Frames,145,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
181,LL Mountain Frame - Silver- 42,Components,Mountain Frames,145,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
182,LL Mountain Frame - Silver- 44,Components,Mountain Frames,145,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
183,LL Mountain Frame - Silver- 48,Components,Mountain Frames,145,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
184,LL Mountain Frame - Silver- 52,Components,Mountain Frames,145,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
185,ML Mountain Frame-W - Silver- 38,Components,Mountain Frames,199,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
186,ML Mountain Frame-W - Silver- 40,Components,Mountain Frames,199,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
187,ML Mountain Frame-W - Silver- 42,Components,Mountain Frames,199,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
188,ML Mountain Frame-W - Silver- 46,Components,Mountain Frames,199,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
189,HL Mountain Frame - Black- 38,Components,Mountain Frames,739,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
190,HL Mountain Frame - Black- 42,Components,Mountain Frames,739,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
191,HL Mountain Frame - Black- 46,Components,Mountain Frames,739,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
192,HL Mountain Frame - Silver- 38,Components,Mountain Frames,747,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
193,HL Mountain Frame - Silver- 42,Components,Mountain Frames,747,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
194,HL Mountain Frame - Silver- 46,Components,Mountain Frames,747,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
195,LL Road Frame - Black- 44,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
196,LL Road Frame - Black- 48,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
197,LL Road Frame - Black- 52,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
198,LL Road Frame - Black- 58,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
199,LL Road Frame - Black- 60,Components,Road Frames,205,,,Dead Stock (Zero Lifetime Sales),Low-Performer (Lifetime),Unsold Catalog Item,No Sales Activity,Low Cash / Minor Contributor ($0-$5k),No Purchases,0,0,0,0,,,0,0,0,0,0
